cluster,task,n_active,n_valid,n_toxic,n_nontoxic,pct_toxic,pct_nontoxic
167,SR-MMP,4,3,1,2,33.33,66.67
167,NR-AhR,4,3,0,3,0.0,100.0
167,NR-ER-LBD,4,4,0,4,0.0,100.0
167,SR-ATAD5,4,4,0,4,0.0,100.0
167,SR-p53,4,4,0,4,0.0,100.0
168,NR-AR,11,9,9,0,100.0,0.0
168,NR-Aromatase,11,3,0,3,0.0,100.0
168,NR-PPAR-gamma,11,7,0,7,0.0,100.0
168,SR-HSE,11,10,0,10,0.0,100.0
168,NR-AR-LBD,11,9,8,1,88.89,11.11
168,NR-ER,11,8,3,5,37.5,62.5
168,SR-ARE,11,5,0,5,0.0,100.0
168,SR-MMP,11,6,2,4,33.33,66.67
168,NR-AhR,11,6,1,5,16.67,83.33
168,NR-ER-LBD,11,8,1,7,12.5,87.5
168,SR-ATAD5,11,9,0,9,0.0,100.0
168,SR-p53,11,9,1,8,11.11,88.89
169,NR-AR,2,2,0,2,0.0,100.0
169,NR-Aromatase,2,1,0,1,0.0,100.0
169,NR-PPAR-gamma,2,1,0,1,0.0,100.0
169,SR-HSE,2,1,0,1,0.0,100.0
169,NR-AR-LBD,2,1,0,1,0.0,100.0
169,NR-ER,2,2,1,1,50.0,50.0
169,SR-ARE,2,1,0,1,0.0,100.0
169,SR-MMP,2,2,1,1,50.0,50.0
169,NR-AhR,2,2,0,2,0.0,100.0
169,NR-ER-LBD,2,2,1,1,50.0,50.0
169,SR-ATAD5,2,2,0,2,0.0,100.0
169,SR-p53,2,1,0,1,0.0,100.0
170,NR-AR,28,26,2,24,7.69,92.31
170,NR-Aromatase,28,18,3,15,16.67,83.33
170,NR-PPAR-gamma,28,22,1,21,4.55,95.45
170,SR-HSE,28,18,1,17,5.56,94.44
170,NR-AR-LBD,28,21,2,19,9.52,90.48
170,NR-ER,28,17,3,14,17.65,82.35
170,SR-ARE,28,16,3,13,18.75,81.25
170,SR-MMP,28,15,2,13,13.33,86.67
170,NR-AhR,28,25,6,19,24.0,76.0
170,NR-ER-LBD,28,24,3,21,12.5,87.5
170,SR-ATAD5,28,27,0,27,0.0,100.0
170,SR-p53,28,21,1,20,4.76,95.24
171,NR-AR,5,5,0,5,0.0,100.0
171,NR-Aromatase,5,5,0,5,0.0,100.0
171,NR-PPAR-gamma,5,5,0,5,0.0,100.0
171,SR-HSE,5,3,0,3,0.0,100.0
171,NR-AR-LBD,5,4,0,4,0.0,100.0
171,NR-ER,5,4,1,3,25.0,75.0
171,SR-ARE,5,3,1,2,33.33,66.67
171,SR-MMP,5,4,0,4,0.0,100.0
171,NR-AhR,5,4,0,4,0.0,100.0
171,NR-ER-LBD,5,4,0,4,0.0,100.0
171,SR-ATAD5,5,5,1,4,20.0,80.0
171,SR-p53,5,5,1,4,20.0,80.0
172,NR-AR,1,1,0,1,0.0,100.0
172,NR-Aromatase,1,1,0,1,0.0,100.0
172,NR-PPAR-gamma,1,1,0,1,0.0,100.0
172,SR-HSE,1,1,0,1,0.0,100.0
172,NR-AR-LBD,1,1,0,1,0.0,100.0
172,SR-MMP,1,1,0,1,0.0,100.0
172,NR-AhR,1,1,0,1,0.0,100.0
172,SR-ATAD5,1,1,0,1,0.0,100.0
172,SR-p53,1,1,0,1,0.0,100.0
173,NR-AR,1,1,0,1,0.0,100.0
173,NR-PPAR-gamma,1,1,0,1,0.0,100.0
173,SR-HSE,1,1,0,1,0.0,100.0
173,NR-AR-LBD,1,1,0,1,0.0,100.0
173,SR-ARE,1,1,1,0,100.0,0.0
173,SR-MMP,1,1,1,0,100.0,0.0
173,NR-AhR,1,1,0,1,0.0,100.0
173,NR-ER-LBD,1,1,0,1,0.0,100.0
173,SR-ATAD5,1,1,0,1,0.0,100.0
173,SR-p53,1,1,0,1,0.0,100.0
174,NR-AR,5,4,0,4,0.0,100.0
174,NR-Aromatase,5,3,2,1,66.67,33.33
174,NR-PPAR-gamma,5,1,0,1,0.0,100.0
174,SR-HSE,5,5,2,3,40.0,60.0
174,NR-AR-LBD,5,2,0,2,0.0,100.0
174,NR-ER,5,1,0,1,0.0,100.0
174,SR-ARE,5,4,0,4,0.0,100.0
174,SR-MMP,5,4,2,2,50.0,50.0
174,NR-AhR,5,3,1,2,33.33,66.67
174,NR-ER-LBD,5,2,0,2,0.0,100.0
174,SR-ATAD5,5,2,0,2,0.0,100.0
174,SR-p53,5,4,2,2,50.0,50.0
175,NR-AR,4,1,0,1,0.0,100.0
175,NR-PPAR-gamma,4,1,0,1,0.0,100.0
175,SR-HSE,4,2,0,2,0.0,100.0
175,NR-AR-LBD,4,1,0,1,0.0,100.0
175,SR-ARE,4,4,4,0,100.0,0.0
175,NR-AhR,4,1,1,0,100.0,0.0
175,NR-ER-LBD,4,1,0,1,0.0,100.0
175,SR-ATAD5,4,1,0,1,0.0,100.0
175,SR-p53,4,1,0,1,0.0,100.0
176,NR-AR,18,17,1,16,5.88,94.12
176,NR-Aromatase,18,13,3,10,23.08,76.92
176,NR-PPAR-gamma,18,13,2,11,15.38,84.62
176,SR-HSE,18,13,2,11,15.38,84.62
176,NR-AR-LBD,18,13,0,13,0.0,100.0
176,NR-ER,18,13,5,8,38.46,61.54
176,SR-ARE,18,11,4,7,36.36,63.64
176,SR-MMP,18,8,3,5,37.5,62.5
176,NR-AhR,18,16,6,10,37.5,62.5
176,NR-ER-LBD,18,16,4,12,25.0,75.0
176,SR-ATAD5,18,14,3,11,21.43,78.57
176,SR-p53,18,16,3,13,18.75,81.25
178,NR-AR,4,4,0,4,0.0,100.0
178,NR-Aromatase,4,3,1,2,33.33,66.67
178,NR-PPAR-gamma,4,4,0,4,0.0,100.0
178,SR-HSE,4,2,0,2,0.0,100.0
178,NR-AR-LBD,4,3,0,3,0.0,100.0
178,NR-ER,4,4,1,3,25.0,75.0
178,SR-ARE,4,3,0,3,0.0,100.0
178,SR-MMP,4,4,2,2,50.0,50.0
178,NR-AhR,4,3,1,2,33.33,66.67
178,NR-ER-LBD,4,3,0,3,0.0,100.0
178,SR-ATAD5,4,4,0,4,0.0,100.0
178,SR-p53,4,3,0,3,0.0,100.0
179,NR-AR,7,7,1,6,14.29,85.71
179,NR-Aromatase,7,6,0,6,0.0,100.0
179,NR-PPAR-gamma,7,7,0,7,0.0,100.0
179,SR-HSE,7,4,0,4,0.0,100.0
179,NR-AR-LBD,7,6,1,5,16.67,83.33
179,NR-ER,7,6,1,5,16.67,83.33
179,SR-ARE,7,3,0,3,0.0,100.0
179,SR-MMP,7,7,2,5,28.57,71.43
179,NR-AhR,7,5,0,5,0.0,100.0
179,NR-ER-LBD,7,7,0,7,0.0,100.0
179,SR-ATAD5,7,7,0,7,0.0,100.0
179,SR-p53,7,7,1,6,14.29,85.71
180,NR-AR,9,8,0,8,0.0,100.0
180,NR-Aromatase,9,8,0,8,0.0,100.0
180,NR-PPAR-gamma,9,9,0,9,0.0,100.0
180,SR-HSE,9,9,0,9,0.0,100.0
180,NR-AR-LBD,9,9,0,9,0.0,100.0
180,NR-ER,9,8,0,8,0.0,100.0
180,SR-ARE,9,9,0,9,0.0,100.0
180,SR-MMP,9,7,0,7,0.0,100.0
180,NR-AhR,9,8,0,8,0.0,100.0
180,NR-ER-LBD,9,9,0,9,0.0,100.0
180,SR-ATAD5,9,9,0,9,0.0,100.0
180,SR-p53,9,9,0,9,0.0,100.0
181,NR-AR,5,5,0,5,0.0,100.0
181,NR-Aromatase,5,2,0,2,0.0,100.0
181,NR-PPAR-gamma,5,5,1,4,20.0,80.0
181,SR-HSE,5,3,1,2,33.33,66.67
181,NR-AR-LBD,5,4,0,4,0.0,100.0
181,NR-ER,5,3,1,2,33.33,66.67
181,SR-ARE,5,3,0,3,0.0,100.0
181,SR-MMP,5,4,2,2,50.0,50.0
181,NR-AhR,5,5,0,5,0.0,100.0
181,NR-ER-LBD,5,4,2,2,50.0,50.0
181,SR-ATAD5,5,3,0,3,0.0,100.0
181,SR-p53,5,3,0,3,0.0,100.0
182,NR-AR,11,10,0,10,0.0,100.0
182,NR-Aromatase,11,8,0,8,0.0,100.0
182,NR-PPAR-gamma,11,9,0,9,0.0,100.0
182,SR-HSE,11,11,0,11,0.0,100.0
182,NR-AR-LBD,11,10,0,10,0.0,100.0
182,NR-ER,11,10,2,8,20.0,80.0
182,SR-ARE,11,10,2,8,20.0,80.0
182,SR-MMP,11,10,2,8,20.0,80.0
182,NR-AhR,11,9,0,9,0.0,100.0
182,NR-ER-LBD,11,9,0,9,0.0,100.0
182,SR-ATAD5,11,10,0,10,0.0,100.0
182,SR-p53,11,10,1,9,10.0,90.0
183,NR-AR,1,1,0,1,0.0,100.0
183,NR-Aromatase,1,1,0,1,0.0,100.0
183,NR-PPAR-gamma,1,1,0,1,0.0,100.0
183,SR-HSE,1,1,0,1,0.0,100.0
183,NR-AR-LBD,1,1,0,1,0.0,100.0
183,NR-ER,1,1,0,1,0.0,100.0
183,SR-ARE,1,1,0,1,0.0,100.0
183,NR-AhR,1,1,0,1,0.0,100.0
183,NR-ER-LBD,1,1,0,1,0.0,100.0
183,SR-ATAD5,1,1,0,1,0.0,100.0
183,SR-p53,1,1,0,1,0.0,100.0
184,NR-AR,8,8,0,8,0.0,100.0
184,NR-Aromatase,8,7,0,7,0.0,100.0
184,NR-PPAR-gamma,8,8,0,8,0.0,100.0
184,SR-HSE,8,7,0,7,0.0,100.0
184,NR-AR-LBD,8,8,0,8,0.0,100.0
184,NR-ER,8,7,1,6,14.29,85.71
184,SR-ARE,8,6,1,5,16.67,83.33
184,SR-MMP,8,8,0,8,0.0,100.0
184,NR-AhR,8,7,1,6,14.29,85.71
184,NR-ER-LBD,8,8,0,8,0.0,100.0
184,SR-ATAD5,8,8,0,8,0.0,100.0
184,SR-p53,8,8,0,8,0.0,100.0
185,NR-AR,6,6,0,6,0.0,100.0
185,NR-Aromatase,6,4,0,4,0.0,100.0
185,NR-PPAR-gamma,6,5,1,4,20.0,80.0
185,SR-HSE,6,4,0,4,0.0,100.0
185,NR-AR-LBD,6,6,0,6,0.0,100.0
185,NR-ER,6,6,0,6,0.0,100.0
185,SR-ARE,6,3,0,3,0.0,100.0
185,SR-MMP,6,4,0,4,0.0,100.0
185,NR-AhR,6,5,0,5,0.0,100.0
185,NR-ER-LBD,6,5,0,5,0.0,100.0
185,SR-ATAD5,6,6,1,5,16.67,83.33
185,SR-p53,6,6,1,5,16.67,83.33
186,NR-AR,15,14,0,14,0.0,100.0
186,NR-Aromatase,15,10,0,10,0.0,100.0
186,NR-PPAR-gamma,15,10,1,9,10.0,90.0
186,SR-HSE,15,10,0,10,0.0,100.0
186,NR-AR-LBD,15,12,0,12,0.0,100.0
186,NR-ER,15,12,1,11,8.33,91.67
186,SR-ARE,15,10,2,8,20.0,80.0
186,SR-MMP,15,8,2,6,25.0,75.0
186,NR-AhR,15,14,2,12,14.29,85.71
186,NR-ER-LBD,15,12,1,11,8.33,91.67
186,SR-ATAD5,15,14,1,13,7.14,92.86
186,SR-p53,15,10,1,9,10.0,90.0
187,NR-AR,11,11,0,11,0.0,100.0
187,NR-Aromatase,11,8,0,8,0.0,100.0
187,NR-PPAR-gamma,11,11,1,10,9.09,90.91
187,SR-HSE,11,9,0,9,0.0,100.0
187,NR-AR-LBD,11,11,0,11,0.0,100.0
187,NR-ER,11,11,0,11,0.0,100.0
187,SR-ARE,11,8,1,7,12.5,87.5
187,SR-MMP,11,8,1,7,12.5,87.5
187,NR-AhR,11,10,0,10,0.0,100.0
187,NR-ER-LBD,11,10,1,9,10.0,90.0
187,SR-ATAD5,11,11,1,10,9.09,90.91
187,SR-p53,11,11,1,10,9.09,90.91
188,NR-AR,4,4,0,4,0.0,100.0
188,NR-Aromatase,4,3,1,2,33.33,66.67
188,NR-PPAR-gamma,4,2,0,2,0.0,100.0
188,SR-HSE,4,4,2,2,50.0,50.0
188,NR-AR-LBD,4,2,0,2,0.0,100.0
188,NR-ER,4,3,0,3,0.0,100.0
188,SR-ARE,4,4,1,3,25.0,75.0
188,SR-MMP,4,3,2,1,66.67,33.33
188,NR-AhR,4,3,0,3,0.0,100.0
188,NR-ER-LBD,4,4,1,3,25.0,75.0
188,SR-ATAD5,4,3,0,3,0.0,100.0
188,SR-p53,4,2,0,2,0.0,100.0
189,NR-AR,20,18,0,18,0.0,100.0
189,NR-Aromatase,20,15,0,15,0.0,100.0
189,NR-PPAR-gamma,20,17,1,16,5.88,94.12
189,SR-HSE,20,17,1,16,5.88,94.12
189,NR-AR-LBD,20,17,0,17,0.0,100.0
189,NR-ER,20,16,3,13,18.75,81.25
189,SR-ARE,20,17,1,16,5.88,94.12
189,SR-MMP,20,15,2,13,13.33,86.67
189,NR-AhR,20,17,0,17,0.0,100.0
189,NR-ER-LBD,20,18,3,15,16.67,83.33
189,SR-ATAD5,20,17,0,17,0.0,100.0
189,SR-p53,20,17,0,17,0.0,100.0
190,NR-AR,9,9,0,9,0.0,100.0
190,NR-Aromatase,9,8,0,8,0.0,100.0
190,NR-PPAR-gamma,9,7,0,7,0.0,100.0
190,SR-HSE,9,8,0,8,0.0,100.0
190,NR-AR-LBD,9,9,0,9,0.0,100.0
190,NR-ER,9,8,1,7,12.5,87.5
190,SR-ARE,9,7,0,7,0.0,100.0
190,SR-MMP,9,6,0,6,0.0,100.0
190,NR-AhR,9,9,1,8,11.11,88.89
190,NR-ER-LBD,9,9,0,9,0.0,100.0
190,SR-ATAD5,9,9,0,9,0.0,100.0
190,SR-p53,9,9,0,9,0.0,100.0
191,NR-AR,4,4,0,4,0.0,100.0
191,NR-Aromatase,4,2,0,2,0.0,100.0
191,NR-PPAR-gamma,4,3,0,3,0.0,100.0
191,SR-HSE,4,3,0,3,0.0,100.0
191,NR-AR-LBD,4,4,0,4,0.0,100.0
191,NR-ER,4,3,1,2,33.33,66.67
191,SR-ARE,4,3,3,0,100.0,0.0
191,SR-MMP,4,2,1,1,50.0,50.0
191,NR-AhR,4,4,1,3,25.0,75.0
191,NR-ER-LBD,4,3,0,3,0.0,100.0
191,SR-ATAD5,4,4,0,4,0.0,100.0
191,SR-p53,4,4,1,3,25.0,75.0
192,NR-AR,10,10,0,10,0.0,100.0
192,NR-Aromatase,10,6,2,4,33.33,66.67
192,NR-PPAR-gamma,10,7,1,6,14.29,85.71
192,SR-HSE,10,7,0,7,0.0,100.0
192,NR-AR-LBD,10,8,0,8,0.0,100.0
192,NR-ER,10,4,0,4,0.0,100.0
192,SR-ARE,10,6,1,5,16.67,83.33
192,SR-MMP,10,7,3,4,42.86,57.14
192,NR-AhR,10,9,1,8,11.11,88.89
192,NR-ER-LBD,10,8,1,7,12.5,87.5
192,SR-ATAD5,10,8,1,7,12.5,87.5
192,SR-p53,10,9,1,8,11.11,88.89
193,NR-AR,3,2,0,2,0.0,100.0
193,NR-Aromatase,3,1,0,1,0.0,100.0
193,NR-PPAR-gamma,3,2,0,2,0.0,100.0
193,SR-HSE,3,2,0,2,0.0,100.0
193,NR-AR-LBD,3,2,0,2,0.0,100.0
193,NR-ER,3,2,0,2,0.0,100.0
193,SR-ARE,3,2,0,2,0.0,100.0
193,SR-MMP,3,1,0,1,0.0,100.0
193,NR-AhR,3,2,0,2,0.0,100.0
193,NR-ER-LBD,3,2,0,2,0.0,100.0
193,SR-ATAD5,3,2,0,2,0.0,100.0
193,SR-p53,3,2,0,2,0.0,100.0
194,NR-AR,7,6,1,5,16.67,83.33
194,NR-Aromatase,7,3,0,3,0.0,100.0
194,NR-PPAR-gamma,7,6,0,6,0.0,100.0
194,SR-HSE,7,5,1,4,20.0,80.0
194,NR-AR-LBD,7,6,1,5,16.67,83.33
194,NR-ER,7,4,2,2,50.0,50.0
194,SR-ARE,7,5,2,3,40.0,60.0
194,SR-MMP,7,4,3,1,75.0,25.0
194,NR-AhR,7,6,0,6,0.0,100.0
194,NR-ER-LBD,7,6,1,5,16.67,83.33
194,SR-ATAD5,7,6,0,6,0.0,100.0
194,SR-p53,7,6,1,5,16.67,83.33
195,NR-AR,2,2,0,2,0.0,100.0
195,NR-Aromatase,2,2,2,0,100.0,0.0
195,NR-PPAR-gamma,2,1,0,1,0.0,100.0
195,SR-HSE,2,2,0,2,0.0,100.0
195,NR-AR-LBD,2,1,0,1,0.0,100.0
195,NR-ER,2,1,0,1,0.0,100.0
195,SR-ARE,2,1,0,1,0.0,100.0
195,SR-MMP,2,1,0,1,0.0,100.0
195,NR-AhR,2,2,1,1,50.0,50.0
195,NR-ER-LBD,2,2,0,2,0.0,100.0
195,SR-ATAD5,2,1,0,1,0.0,100.0
195,SR-p53,2,1,0,1,0.0,100.0
196,NR-AR,3,3,0,3,0.0,100.0
196,NR-PPAR-gamma,3,1,0,1,0.0,100.0
196,SR-HSE,3,3,0,3,0.0,100.0
196,NR-AR-LBD,3,1,0,1,0.0,100.0
196,NR-ER,3,3,3,0,100.0,0.0
196,SR-ARE,3,2,2,0,100.0,0.0
196,NR-AhR,3,3,2,1,66.67,33.33
196,NR-ER-LBD,3,3,3,0,100.0,0.0
196,SR-ATAD5,3,3,2,1,66.67,33.33
196,SR-p53,3,2,0,2,0.0,100.0
197,NR-AR,6,6,1,5,16.67,83.33
197,NR-Aromatase,6,5,1,4,20.0,80.0
197,NR-PPAR-gamma,6,6,0,6,0.0,100.0
197,SR-HSE,6,6,1,5,16.67,83.33
197,NR-AR-LBD,6,6,1,5,16.67,83.33
197,NR-ER,6,4,1,3,25.0,75.0
197,SR-ARE,6,5,0,5,0.0,100.0
197,SR-MMP,6,5,0,5,0.0,100.0
197,NR-AhR,6,6,1,5,16.67,83.33
197,NR-ER-LBD,6,5,0,5,0.0,100.0
197,SR-ATAD5,6,6,0,6,0.0,100.0
197,SR-p53,6,6,0,6,0.0,100.0
198,NR-AR,10,10,0,10,0.0,100.0
198,NR-Aromatase,10,8,0,8,0.0,100.0
198,NR-PPAR-gamma,10,10,1,9,10.0,90.0
198,SR-HSE,10,6,0,6,0.0,100.0
198,NR-AR-LBD,10,10,1,9,10.0,90.0
198,NR-ER,10,9,1,8,11.11,88.89
198,SR-ARE,10,6,0,6,0.0,100.0
198,SR-MMP,10,8,1,7,12.5,87.5
198,NR-AhR,10,10,1,9,10.0,90.0
198,NR-ER-LBD,10,9,1,8,11.11,88.89
198,SR-ATAD5,10,10,1,9,10.0,90.0
198,SR-p53,10,9,1,8,11.11,88.89
199,NR-AR,1,1,0,1,0.0,100.0
199,NR-Aromatase,1,1,0,1,0.0,100.0
199,NR-PPAR-gamma,1,1,0,1,0.0,100.0
199,SR-HSE,1,1,0,1,0.0,100.0
199,NR-AR-LBD,1,1,0,1,0.0,100.0
199,NR-ER,1,1,0,1,0.0,100.0
199,SR-ARE,1,1,0,1,0.0,100.0
199,SR-MMP,1,1,0,1,0.0,100.0
199,NR-AhR,1,1,0,1,0.0,100.0
199,NR-ER-LBD,1,1,0,1,0.0,100.0
199,SR-ATAD5,1,1,0,1,0.0,100.0
199,SR-p53,1,1,0,1,0.0,100.0
200,NR-AR,1,1,0,1,0.0,100.0
200,NR-Aromatase,1,1,0,1,0.0,100.0
200,NR-ER,1,1,0,1,0.0,100.0
200,SR-MMP,1,1,0,1,0.0,100.0
200,NR-AhR,1,1,0,1,0.0,100.0
200,NR-ER-LBD,1,1,0,1,0.0,100.0
200,SR-ATAD5,1,1,0,1,0.0,100.0
201,NR-AR,4,4,0,4,0.0,100.0
201,NR-Aromatase,4,3,1,2,33.33,66.67
201,NR-PPAR-gamma,4,3,0,3,0.0,100.0
201,SR-HSE,4,3,0,3,0.0,100.0
201,NR-AR-LBD,4,3,0,3,0.0,100.0
201,NR-ER,4,3,2,1,66.67,33.33
201,SR-ARE,4,2,1,1,50.0,50.0
201,SR-MMP,4,4,1,3,25.0,75.0
201,NR-AhR,4,3,1,2,33.33,66.67
201,NR-ER-LBD,4,4,1,3,25.0,75.0
201,SR-ATAD5,4,3,0,3,0.0,100.0
201,SR-p53,4,4,1,3,25.0,75.0
202,NR-AR,8,6,0,6,0.0,100.0
202,NR-Aromatase,8,6,1,5,16.67,83.33
202,NR-PPAR-gamma,8,6,0,6,0.0,100.0
202,SR-HSE,8,6,0,6,0.0,100.0
202,NR-AR-LBD,8,5,0,5,0.0,100.0
202,NR-ER,8,5,2,3,40.0,60.0
202,SR-ARE,8,4,1,3,25.0,75.0
202,SR-MMP,8,5,1,4,20.0,80.0
202,NR-AhR,8,5,1,4,20.0,80.0
202,NR-ER-LBD,8,6,1,5,16.67,83.33
202,SR-ATAD5,8,6,0,6,0.0,100.0
202,SR-p53,8,5,2,3,40.0,60.0
203,NR-AR,2,2,1,1,50.0,50.0
203,NR-Aromatase,2,2,0,2,0.0,100.0
203,NR-PPAR-gamma,2,2,0,2,0.0,100.0
203,SR-HSE,2,2,0,2,0.0,100.0
203,NR-AR-LBD,2,2,1,1,50.0,50.0
203,NR-ER,2,2,0,2,0.0,100.0
203,SR-ARE,2,2,0,2,0.0,100.0
203,SR-MMP,2,2,0,2,0.0,100.0
203,NR-AhR,2,1,0,1,0.0,100.0
203,NR-ER-LBD,2,2,0,2,0.0,100.0
203,SR-ATAD5,2,2,0,2,0.0,100.0
203,SR-p53,2,2,0,2,0.0,100.0
205,NR-AR,11,10,0,10,0.0,100.0
205,NR-Aromatase,11,8,0,8,0.0,100.0
205,NR-PPAR-gamma,11,10,1,9,10.0,90.0
205,SR-HSE,11,8,0,8,0.0,100.0
205,NR-AR-LBD,11,10,0,10,0.0,100.0
205,NR-ER,11,10,1,9,10.0,90.0
205,SR-ARE,11,8,1,7,12.5,87.5
205,SR-MMP,11,8,0,8,0.0,100.0
205,NR-AhR,11,8,0,8,0.0,100.0
205,NR-ER-LBD,11,9,1,8,11.11,88.89
205,SR-ATAD5,11,10,1,9,10.0,90.0
205,SR-p53,11,10,1,9,10.0,90.0
207,NR-AR,6,6,2,4,33.33,66.67
207,NR-Aromatase,6,4,0,4,0.0,100.0
207,NR-PPAR-gamma,6,5,0,5,0.0,100.0
207,SR-HSE,6,5,0,5,0.0,100.0
207,NR-AR-LBD,6,6,1,5,16.67,83.33
207,NR-ER,6,5,0,5,0.0,100.0
207,SR-ARE,6,3,1,2,33.33,66.67
207,SR-MMP,6,4,2,2,50.0,50.0
207,NR-AhR,6,5,2,3,40.0,60.0
207,NR-ER-LBD,6,5,0,5,0.0,100.0
207,SR-ATAD5,6,5,0,5,0.0,100.0
207,SR-p53,6,6,1,5,16.67,83.33
208,NR-AR,11,11,1,10,9.09,90.91
208,NR-Aromatase,11,9,2,7,22.22,77.78
208,NR-PPAR-gamma,11,10,0,10,0.0,100.0
208,SR-HSE,11,10,1,9,10.0,90.0
208,NR-AR-LBD,11,11,0,11,0.0,100.0
208,NR-ER,11,9,1,8,11.11,88.89
208,SR-ARE,11,9,2,7,22.22,77.78
208,SR-MMP,11,7,0,7,0.0,100.0
208,NR-AhR,11,10,4,6,40.0,60.0
208,NR-ER-LBD,11,11,1,10,9.09,90.91
208,SR-ATAD5,11,10,0,10,0.0,100.0
208,SR-p53,11,11,1,10,9.09,90.91
209,NR-AR,4,4,0,4,0.0,100.0
209,NR-Aromatase,4,2,0,2,0.0,100.0
209,NR-PPAR-gamma,4,4,0,4,0.0,100.0
209,SR-HSE,4,4,0,4,0.0,100.0
209,NR-AR-LBD,4,4,0,4,0.0,100.0
209,NR-ER,4,4,2,2,50.0,50.0
209,SR-ARE,4,4,1,3,25.0,75.0
209,SR-MMP,4,3,0,3,0.0,100.0
209,NR-AhR,4,3,1,2,33.33,66.67
209,NR-ER-LBD,4,3,0,3,0.0,100.0
209,SR-ATAD5,4,4,1,3,25.0,75.0
209,SR-p53,4,4,0,4,0.0,100.0
211,NR-AR,2,2,0,2,0.0,100.0
211,NR-Aromatase,2,1,0,1,0.0,100.0
211,NR-PPAR-gamma,2,1,0,1,0.0,100.0
211,SR-HSE,2,2,0,2,0.0,100.0
211,NR-AR-LBD,2,2,0,2,0.0,100.0
211,NR-ER,2,2,1,1,50.0,50.0
211,SR-ARE,2,2,1,1,50.0,50.0
211,SR-MMP,2,2,1,1,50.0,50.0
211,NR-AhR,2,2,1,1,50.0,50.0
211,NR-ER-LBD,2,2,1,1,50.0,50.0
211,SR-ATAD5,2,2,1,1,50.0,50.0
211,SR-p53,2,1,0,1,0.0,100.0
212,NR-AR,2,2,0,2,0.0,100.0
212,NR-Aromatase,2,2,0,2,0.0,100.0
212,NR-PPAR-gamma,2,2,0,2,0.0,100.0
212,SR-HSE,2,1,0,1,0.0,100.0
212,NR-AR-LBD,2,2,0,2,0.0,100.0
212,NR-ER,2,2,0,2,0.0,100.0
212,SR-ARE,2,1,0,1,0.0,100.0
212,SR-MMP,2,2,0,2,0.0,100.0
212,NR-AhR,2,2,0,2,0.0,100.0
212,NR-ER-LBD,2,2,0,2,0.0,100.0
212,SR-ATAD5,2,2,0,2,0.0,100.0
212,SR-p53,2,2,0,2,0.0,100.0
213,NR-AR,3,3,0,3,0.0,100.0
213,NR-Aromatase,3,3,0,3,0.0,100.0
213,NR-PPAR-gamma,3,3,0,3,0.0,100.0
213,SR-HSE,3,3,0,3,0.0,100.0
213,NR-AR-LBD,3,3,0,3,0.0,100.0
213,NR-ER,3,3,0,3,0.0,100.0
213,SR-ARE,3,2,0,2,0.0,100.0
213,SR-MMP,3,3,0,3,0.0,100.0
213,NR-AhR,3,3,0,3,0.0,100.0
213,NR-ER-LBD,3,3,0,3,0.0,100.0
213,SR-ATAD5,3,3,0,3,0.0,100.0
213,SR-p53,3,3,0,3,0.0,100.0
214,NR-AR,6,6,0,6,0.0,100.0
214,NR-Aromatase,6,6,0,6,0.0,100.0
214,NR-PPAR-gamma,6,6,0,6,0.0,100.0
214,SR-HSE,6,6,0,6,0.0,100.0
214,NR-AR-LBD,6,6,0,6,0.0,100.0
214,NR-ER,6,5,0,5,0.0,100.0
214,SR-ARE,6,6,0,6,0.0,100.0
214,SR-MMP,6,6,0,6,0.0,100.0
214,NR-AhR,6,6,0,6,0.0,100.0
214,NR-ER-LBD,6,6,0,6,0.0,100.0
214,SR-ATAD5,6,6,0,6,0.0,100.0
214,SR-p53,6,6,0,6,0.0,100.0
216,NR-AR,2,2,0,2,0.0,100.0
216,NR-Aromatase,2,2,0,2,0.0,100.0
216,NR-PPAR-gamma,2,1,0,1,0.0,100.0
216,SR-HSE,2,1,0,1,0.0,100.0
216,NR-AR-LBD,2,2,0,2,0.0,100.0
216,NR-ER,2,1,0,1,0.0,100.0
216,SR-ARE,2,2,0,2,0.0,100.0
216,SR-MMP,2,1,0,1,0.0,100.0
216,NR-AhR,2,2,0,2,0.0,100.0
216,NR-ER-LBD,2,2,0,2,0.0,100.0
216,SR-ATAD5,2,2,0,2,0.0,100.0
216,SR-p53,2,2,0,2,0.0,100.0
217,NR-AR,6,6,0,6,0.0,100.0
217,NR-Aromatase,6,5,1,4,20.0,80.0
217,NR-PPAR-gamma,6,5,1,4,20.0,80.0
217,SR-HSE,6,4,0,4,0.0,100.0
217,NR-AR-LBD,6,6,1,5,16.67,83.33
217,NR-ER,6,6,0,6,0.0,100.0
217,SR-ARE,6,3,1,2,33.33,66.67
217,SR-MMP,6,5,0,5,0.0,100.0
217,NR-AhR,6,4,0,4,0.0,100.0
217,NR-ER-LBD,6,4,0,4,0.0,100.0
217,SR-ATAD5,6,6,0,6,0.0,100.0
217,SR-p53,6,6,1,5,16.67,83.33
218,NR-AR,11,11,0,11,0.0,100.0
218,NR-Aromatase,11,11,1,10,9.09,90.91
218,NR-PPAR-gamma,11,11,0,11,0.0,100.0
218,SR-HSE,11,10,1,9,10.0,90.0
218,NR-AR-LBD,11,9,0,9,0.0,100.0
218,NR-ER,11,10,1,9,10.0,90.0
218,SR-ARE,11,10,1,9,10.0,90.0
